,Text,Intent
674,what are you suppose to do with a 401k rollover when getting a new job,rollover_401k
675,how do i rollover my 401k,rollover_401k
676,rolling over my 401k help,rollover_401k
677,assistance in rolling over my 401k,rollover_401k
678,401k rollover help,rollover_401k
679,rollover my 401k assistance,rollover_401k
680,who is your designer,who_made_you
681,what company is responsible for your design,who_made_you
682,who is responsible for your design,who_made_you
683,what firm is responsible for your design,who_made_you
684,who were you created by,who_made_you
685,what is the company that made you,who_made_you
686,who are you manufactured by,who_made_you
687,who is your manufacturer,who_made_you
688,who makes you,who_made_you
689,what organization manufactures you,who_made_you
690,who's your creator,who_made_you
691,what manufactures you,who_made_you
692,who is the person responsible for creating you,who_made_you
693,who brought you into existence,who_made_you
694,who formed thou,who_made_you
695,who conjured you,who_made_you
696,who programmed you,who_made_you
697,where were you programmed,who_made_you
698,what company designed you,who_made_you
699,"who or what programmed you, do you know",who_made_you
700,whats the travel time to redmond right now,distance
701,"travel time to bend, oregon",distance
702,how long will the trip to portland be,distance
703,how long is it going to take me to get to bellevue,distance
704,how long will it take to get to tacoma,distance
705,how long is the drive to the closest gas station,distance
706,how much time to drive to the closest bank,distance
707,can you tell me the drive time to the nearest gas station,distance
708,i need to know how long it will take me to get to the bank,distance
709,how long will it take for me to get to the gas station,distance
710,what is the remaining time until we are at our destination,distance
711,how many miles away am i from madison square garden,distance
712,how long would it take to get to chicago by bus,distance
713,how long to seattle on a bus,distance
714,how long is it to ann arbor by bus,distance
715,how long to washington dc on a bus,distance
716,"if going to lake placid, ny, how long would it be by bus",distance
717,what is the average time it takes to get to target in los angeles,distance
718,can you please tell me how long it will take to get to target in austin,distance
719,how long would it take to get to mcdonald's in houston,distance
720,do you know who i am,user_name
721,do you have my name programmed,user_name
722,do you think my name is jeff,user_name
723,is joey my name,user_name
724,tell me my name,user_name
725,say my name in a sentence,user_name
726,what is my name,user_name
727,tell me my name the way its saved,user_name
728,tell me what my name is,user_name
729,how is my name saved,user_name
730,which way do you have my name saved,user_name
731,in what form is my name saved,user_name
732,how does my name appear,user_name
733,how is my name saved aw,user_name
734,how do you show my name,user_name
735,do you know what my name is,user_name
736,are you able to call me by my name,user_name
737,what do you want to call me,user_name
738,what is the name you would use for me,user_name
739,what name is saved for me,user_name
740,what is the timezone of saigon,timezone
741,what timezone is hanoi in,timezone
742,what timezone do ho chi minh use,timezone
743,what timezone is honolulu in,timezone
744,what timezone is paris in,timezone
745,which time zone is germany is in,timezone
746,what are the time zones of russia,timezone
747,which time zones does european countries use,timezone
748,what is the time zone of china,timezone
749,tell me the timezone for hong kong,timezone
750,which timezone contains the city of orlando,timezone
751,british columbia can be found in what timezone,timezone
752,in what timezone is atlanta located,timezone
753,give me the timezone where vancouver is,timezone
754,what timezone is the country in,timezone
755,is the timezone there different,timezone
756,what's the timezone over there,timezone
757,what's london's timezone,timezone
758,do you know london's timezone,timezone
759,what timezone is london in,timezone
760,i want you to skip past this song to the next track,next_song
761,please skip this song and go to the next one instead,next_song
762,would you skip past this song and just play what comes next,next_song
763,"i dont want to hear this song, just play the next one",next_song
764,let's skip over this song and listen to the next tune instead,next_song
765,would you play the next song,next_song
766,i want you to skip this song,next_song
767,i need for you to skip this song,next_song
768,please skip this song for me,next_song
769,would you skip this song,next_song
770,i don't want to hear this song; skip it,next_song
771,"now, i want you to play the next song",next_song
772,i am needing the next song to be played,next_song
773,i want the next song played,next_song
774,needing you to play the next song,next_song
775,next song please,next_song
776,change this song it sucks so bad,next_song
